,age_group,age,idx,household,school,workplace
3204,19-64,51,3204,1934,,agriculture
3205,6-18,12,3205,1364,1,
3206,19-64,32,3206,620,,transportation
3207,19-64,46,3207,589,1,schools
3208,65-90,73,3208,1550,,
3209,6-18,10,3209,222,0,
3210,19-64,61,3210,1520,,health
3211,0-5,1,3211,1892,,
3212,6-18,15,3212,70,1,
3213,19-64,62,3213,1689,,waste management
3214,19-64,49,3214,1396,,waste management
3215,65-90,71,3215,632,,
3216,19-64,31,3216,76,,retail
3217,0-5,3,3217,427,,
3218,19-64,30,3218,487,,information
3219,19-64,27,3219,432,,retail
3220,19-64,64,3220,1295,,finance
3221,19-64,54,3221,1143,,manufacturing
3222,19-64,63,3222,2049,,health
3223,65-90,85,3223,1127,,
3224,19-64,62,3224,239,,other
3225,0-5,0,3225,1810,,
3226,65-90,73,3226,141,,
3227,19-64,19,3227,664,,
3228,19-64,61,3228,1721,,other
3229,6-18,7,3229,1800,1,
3230,65-90,69,3230,2004,,
3231,19-64,60,3231,2017,,health
3232,19-64,53,3232,1279,,finance
3233,65-90,75,3233,613,,
3234,19-64,49,3234,1146,,other
3235,19-64,35,3235,209,,transportation
3236,65-90,65,3236,1852,,
3237,19-64,34,3237,114,,arts
3238,65-90,71,3238,1894,,
3239,19-64,40,3239,1849,,health
3240,65-90,82,3240,2080,,
3241,19-64,43,3241,1784,,transportation
3242,19-64,52,3242,1265,,waste management
3243,19-64,50,3243,422,,
3244,65-90,79,3244,914,,
3245,19-64,60,3245,385,,other
3246,6-18,14,3246,515,0,
3247,19-64,41,3247,1640,,
3248,65-90,79,3248,1620,,
3249,19-64,55,3249,936,,arts
3250,19-64,56,3250,1924,,waste management
3251,19-64,49,3251,1124,,health
3252,19-64,62,3252,1053,,other
3253,19-64,50,3253,1566,,public
3254,19-64,31,3254,1567,,
3255,19-64,45,3255,121,,manufacturing
3256,0-5,1,3256,1807,,
3257,19-64,34,3257,952,,retail
3258,6-18,7,3258,413,1,
3259,19-64,19,3259,1393,,public
3260,6-18,11,3260,597,1,
3261,65-90,87,3261,1940,,
3262,19-64,46,3262,1112,,waste management
3263,65-90,83,3263,1121,,
3264,19-64,34,3264,1743,,construction
3265,19-64,56,3265,1595,,retail
3266,6-18,6,3266,1787,1,
3267,6-18,6,3267,2000,1,
3268,19-64,63,3268,1516,,transportation
3269,6-18,16,3269,1435,1,
3270,65-90,71,3270,2048,,
3271,65-90,73,3271,1563,,
3272,65-90,69,3272,1606,,
3273,19-64,56,3273,1653,,arts
3274,6-18,16,3274,802,0,
3275,19-64,44,3275,658,,
3276,19-64,56,3276,1591,,health
3277,19-64,20,3277,390,,retail
3278,6-18,12,3278,389,1,
3279,6-18,14,3279,995,1,
3280,6-18,12,3280,1799,1,
3281,19-64,37,3281,474,,transportation
3282,19-64,47,3282,1056,,arts
3283,19-64,45,3283,1538,,other
3284,19-64,45,3284,1097,,health
3285,19-64,47,3285,246,,retail
3286,19-64,32,3286,312,,transportation
3287,19-64,64,3287,1110,,construction
3288,19-64,24,3288,276,,health
3289,19-64,58,3289,354,,retail
3290,0-5,3,3290,1544,,
3291,6-18,8,3291,766,0,
3292,65-90,84,3292,65,,
3293,19-64,26,3293,1416,,arts
3294,6-18,16,3294,1744,1,
3295,19-64,22,3295,123,,agriculture
3296,6-18,7,3296,1249,0,
3297,19-64,46,3297,133,,arts
3298,6-18,7,3298,1053,0,
3299,19-64,21,3299,1743,,retail
3300,19-64,52,3300,533,,arts
3301,6-18,7,3301,1884,0,
3302,19-64,56,3302,2007,,transportation
3303,19-64,59,3303,21,,health
3304,19-64,38,3304,300,,health
3305,6-18,8,3305,474,1,
3306,19-64,34,3306,64,,waste management
3307,19-64,23,3307,878,,public
3308,19-64,23,3308,1519,,finance
3309,19-64,41,3309,222,,construction
3310,6-18,12,3310,386,0,
3311,19-64,24,3311,426,,health
3312,65-90,89,3312,749,,
3313,19-64,51,3313,1923,,construction
3314,19-64,27,3314,720,,health
3315,6-18,14,3315,140,1,
3316,65-90,65,3316,2009,,waste management
3317,19-64,60,3317,752,,waste management
3318,19-64,28,3318,1796,,waste management
3319,65-90,87,3319,1961,,
3320,19-64,24,3320,1071,,waste management
3321,6-18,8,3321,1336,1,
3322,19-64,26,3322,354,,retail
3323,6-18,18,3323,1654,1,
3324,19-64,53,3324,895,,retail
3325,19-64,31,3325,833,,health
3326,0-5,2,3326,1585,,
3327,65-90,82,3327,1579,,
3328,6-18,16,3328,1124,0,
3329,19-64,28,3329,1196,,manufacturing
3330,19-64,34,3330,971,,health
3331,19-64,62,3331,2000,,
3332,19-64,34,3332,1517,,health
3333,65-90,69,3333,899,,
3334,19-64,50,3334,185,,transportation
3335,19-64,38,3335,157,,arts
3336,65-90,70,3336,1632,,
3337,6-18,6,3337,246,1,
3338,65-90,82,3338,2071,,
3339,65-90,71,3339,537,,
3340,65-90,69,3340,448,,
3341,19-64,64,3341,1265,,construction
3342,19-64,41,3342,1425,,other
3343,19-64,28,3343,126,1,schools
3344,19-64,22,3344,700,,health
3345,19-64,24,3345,1192,,health
3346,19-64,20,3346,867,,waste management
3347,19-64,60,3347,109,,health
3348,6-18,15,3348,405,1,
3349,19-64,43,3349,1128,,retail
3350,6-18,7,3350,786,1,
3351,19-64,26,3351,1549,,health
3352,19-64,53,3352,625,,health
3353,19-64,53,3353,1782,,health
3354,19-64,32,3354,956,,other
3355,19-64,57,3355,996,,health
3356,0-5,4,3356,780,,
3357,19-64,23,3357,387,,health
3358,19-64,59,3358,2060,,health
3359,19-64,28,3359,1074,,other
3360,19-64,33,3360,883,,manufacturing
3361,19-64,50,3361,1033,,health
3362,19-64,43,3362,1426,,retail
3363,6-18,7,3363,890,1,
3364,19-64,26,3364,1124,,health
3365,19-64,50,3365,1978,,waste management
3366,19-64,58,3366,885,,manufacturing
3367,65-90,70,3367,2082,,
3368,65-90,85,3368,2011,,
3369,65-90,90,3369,1482,,
3370,65-90,80,3370,1973,,
3371,19-64,43,3371,1335,,retail
3372,19-64,48,3372,702,,transportation
3373,19-64,28,3373,1289,,health
3374,19-64,20,3374,253,,construction
3375,19-64,51,3375,1370,,arts
3376,65-90,88,3376,1190,,
3377,19-64,35,3377,1654,,
3378,19-64,35,3378,1935,,retail
3379,19-64,19,3379,1361,,wholesale
3380,19-64,47,3380,1259,,finance
3381,6-18,15,3381,1781,1,
3382,19-64,33,3382,932,,manufacturing
3383,19-64,56,3383,1102,,health
3384,19-64,62,3384,649,,health
3385,19-64,29,3385,1402,,manufacturing
3386,19-64,27,3386,1080,,manufacturing
3387,6-18,18,3387,1605,1,
3388,19-64,23,3388,742,,waste management
3389,0-5,1,3389,600,,
3390,19-64,38,3390,661,,waste management
3391,19-64,43,3391,1722,,arts
3392,65-90,89,3392,2085,,
3393,6-18,15,3393,1667,0,
3394,19-64,31,3394,1191,,retail
3395,65-90,73,3395,223,,
3396,65-90,82,3396,1707,,
3397,65-90,87,3397,2074,,
3398,65-90,69,3398,1992,,
3399,19-64,21,3399,1736,1,schools
3400,19-64,60,3400,1463,,manufacturing
3401,19-64,48,3401,170,,waste management
3402,19-64,56,3402,1462,,waste management
3403,19-64,23,3403,593,,retail
3404,19-64,35,3404,410,,arts
3405,0-5,4,3405,1827,,
3406,65-90,84,3406,2021,,
3407,19-64,34,3407,1277,,health
3408,65-90,77,3408,1038,,
3409,19-64,54,3409,1397,,manufacturing
3410,19-64,55,3410,1686,,agriculture
3411,19-64,37,3411,69,,waste management
3412,19-64,49,3412,1087,,waste management
3413,19-64,56,3413,510,,health
3414,19-64,54,3414,1028,,retail
3415,19-64,53,3415,1752,,manufacturing
3416,19-64,38,3416,31,,health
3417,19-64,38,3417,275,,retail
3418,65-90,78,3418,296,,
3419,19-64,31,3419,451,,construction
3420,19-64,49,3420,1197,,public
3421,19-64,57,3421,1316,,construction
3422,19-64,25,3422,170,,other
3423,65-90,79,3423,2063,,
3424,6-18,12,3424,508,1,
3425,19-64,50,3425,208,,construction
3426,6-18,16,3426,1381,1,
3427,19-64,57,3427,1048,,finance
3428,19-64,39,3428,281,,other
3429,19-64,45,3429,1646,,waste management
3430,19-64,35,3430,543,,health
3431,6-18,18,3431,1444,1,
3432,19-64,31,3432,459,,retail
3433,19-64,47,3433,1125,,transportation
3434,65-90,76,3434,2070,,
3435,19-64,21,3435,1236,,transportation
3436,65-90,85,3436,949,,
3437,65-90,71,3437,1972,,
3438,65-90,75,3438,1174,,
3439,19-64,60,3439,1012,,construction
3440,19-64,30,3440,100,,arts
3441,19-64,34,3441,1659,,public
3442,19-64,37,3442,659,,health
3443,65-90,80,3443,1907,,
3444,65-90,87,3444,2080,,
3445,19-64,25,3445,1392,,construction
3446,6-18,13,3446,14,0,
3447,19-64,39,3447,183,,health
3448,65-90,81,3448,628,,
3449,0-5,2,3449,857,,
3450,19-64,28,3450,333,,health
3451,65-90,84,3451,2050,,
3452,6-18,18,3452,1718,1,
3453,19-64,19,3453,1133,,health
3454,0-5,1,3454,702,,
3455,6-18,15,3455,70,1,
3456,6-18,16,3456,10,0,
3457,19-64,50,3457,1342,,manufacturing
3458,65-90,65,3458,1988,,public
3459,19-64,25,3459,1945,,arts
3460,19-64,44,3460,1399,,retail
3461,19-64,56,3461,1994,,health
3462,19-64,45,3462,209,,
3463,19-64,30,3463,1545,,manufacturing
3464,65-90,69,3464,2083,,
3465,19-64,36,3465,875,,retail
3466,19-64,56,3466,617,,health
3467,19-64,19,3467,1227,,arts
3468,19-64,62,3468,836,,
3469,19-64,32,3469,666,,transportation
3470,0-5,3,3470,1896,,
3471,65-90,87,3471,640,,
3472,65-90,76,3472,629,,
3473,6-18,8,3473,1188,1,
3474,6-18,16,3474,1224,0,
3475,6-18,13,3475,1343,1,
3476,19-64,53,3476,1050,,public
3477,19-64,35,3477,1400,,health
3478,6-18,16,3478,233,0,
3479,19-64,52,3479,635,,health
3480,19-64,37,3480,134,,waste management
3481,6-18,16,3481,1398,1,
3482,19-64,23,3482,121,,retail
3483,19-64,27,3483,591,,waste management
3484,19-64,56,3484,1770,,arts
3485,19-64,37,3485,870,,health
3486,19-64,22,3486,613,,
3487,19-64,21,3487,1815,,health
3488,19-64,48,3488,1321,,wholesale
3489,19-64,45,3489,946,,waste management
3490,6-18,15,3490,1568,0,
3491,19-64,36,3491,709,,other
3492,19-64,51,3492,829,,transportation
3493,19-64,36,3493,746,,construction
3494,19-64,50,3494,259,,waste management
3495,6-18,6,3495,1569,1,
3496,6-18,16,3496,417,0,
3497,6-18,14,3497,421,1,
3498,65-90,69,3498,2076,,
3499,19-64,54,3499,1679,,health
3500,19-64,29,3500,274,,waste management
3501,19-64,34,3501,1096,,other
3502,65-90,70,3502,1047,,
3503,19-64,44,3503,1914,,health
3504,19-64,22,3504,1672,,waste management
3505,6-18,13,3505,692,0,
3506,19-64,43,3506,1286,,information
3507,19-64,49,3507,1339,,waste management
3508,6-18,7,3508,305,1,
3509,19-64,30,3509,222,,waste management
3510,65-90,88,3510,1102,,
3511,19-64,45,3511,100,,health
3512,19-64,29,3512,1468,,other
3513,19-64,48,3513,27,,finance
3514,19-64,44,3514,1194,,construction
3515,19-64,25,3515,55,,waste management
3516,19-64,37,3516,793,,health
3517,6-18,16,3517,1896,0,
3518,19-64,44,3518,219,,transportation
3519,19-64,27,3519,676,,transportation
3520,6-18,14,3520,1133,0,
3521,6-18,16,3521,1979,1,
3522,0-5,4,3522,341,,
3523,19-64,25,3523,488,,waste management
3524,19-64,33,3524,57,,waste management
3525,19-64,52,3525,1605,,retail
3526,65-90,79,3526,1765,,
3527,19-64,54,3527,601,,other
3528,6-18,17,3528,1456,0,
3529,19-64,63,3529,1797,,manufacturing
3530,19-64,34,3530,805,,retail
3531,65-90,68,3531,618,,
3532,19-64,32,3532,1689,,manufacturing
3533,19-64,32,3533,114,,construction
3534,19-64,27,3534,404,,manufacturing
3535,19-64,55,3535,80,,finance
3536,0-5,4,3536,1532,,
3537,19-64,59,3537,529,,retail
3538,19-64,58,3538,1283,,finance
3539,19-64,31,3539,284,,information
3540,19-64,36,3540,1003,,retail
3541,19-64,46,3541,276,,health
3542,65-90,74,3542,398,,
3543,19-64,34,3543,1028,,wholesale
3544,65-90,83,3544,259,,
3545,19-64,36,3545,1081,,health
3546,65-90,82,3546,1760,,
3547,65-90,74,3547,727,,
3548,19-64,35,3548,1466,,retail
3549,19-64,58,3549,1116,,other
3550,19-64,50,3550,1747,,retail
3551,19-64,19,3551,727,,information
3552,19-64,36,3552,615,,waste management
3553,19-64,63,3553,1861,,health
3554,19-64,64,3554,238,,
3555,19-64,37,3555,1574,,health
3556,19-64,46,3556,1100,1,schools
3557,19-64,44,3557,1126,,finance
3558,0-5,4,3558,931,,
3559,19-64,49,3559,207,,arts
3560,19-64,29,3560,620,,transportation
3561,19-64,42,3561,319,,transportation
3562,65-90,65,3562,232,,construction
3563,19-64,64,3563,1963,,construction
3564,6-18,16,3564,795,1,
3565,65-90,90,3565,1793,,
3566,19-64,51,3566,1954,,manufacturing
3567,65-90,79,3567,1809,,
3568,19-64,56,3568,1519,,
3569,65-90,80,3569,97,,
3570,19-64,59,3570,2001,,wholesale
3571,19-64,30,3571,248,,arts
3572,19-64,59,3572,722,,retail
3573,19-64,36,3573,1244,,retail
3574,19-64,25,3574,1454,0,schools
3575,0-5,2,3575,1654,,
3576,19-64,25,3576,186,,waste management
3577,65-90,69,3577,1452,,
3578,19-64,53,3578,1010,,health
3579,19-64,60,3579,1706,,
3580,65-90,87,3580,1851,,
3581,19-64,38,3581,215,,health
3582,19-64,21,3582,1648,,construction
3583,19-64,53,3583,2061,0,schools
3584,0-5,4,3584,1917,,
3585,6-18,15,3585,687,0,
3586,19-64,25,3586,440,,transportation
3587,19-64,60,3587,446,,finance
3588,65-90,65,3588,1700,,manufacturing
3589,19-64,31,3589,945,,manufacturing
3590,19-64,27,3590,1085,,waste management
3591,19-64,35,3591,1166,,retail
3592,0-5,0,3592,1445,,
3593,6-18,12,3593,1800,0,
3594,6-18,9,3594,140,0,
3595,19-64,31,3595,494,,health
3596,65-90,72,3596,1767,,
3597,19-64,39,3597,133,,health
3598,65-90,81,3598,520,,
3599,19-64,33,3599,1416,,construction
3600,65-90,84,3600,1422,,
3601,19-64,43,3601,559,,public
3602,65-90,70,3602,1762,,
3603,19-64,22,3603,1001,,health
3604,19-64,34,3604,124,,other
3605,19-64,45,3605,642,,health
3606,0-5,0,3606,231,,
3607,19-64,51,3607,270,,
3608,19-64,24,3608,308,,waste management
3609,6-18,13,3609,504,1,
3610,19-64,47,3610,1585,,transportation
3611,6-18,8,3611,1720,1,
3612,6-18,9,3612,559,1,
3613,19-64,19,3613,1135,,manufacturing
3614,19-64,44,3614,1105,,finance
3615,19-64,64,3615,821,,finance
3616,19-64,60,3616,1119,,construction
3617,19-64,41,3617,448,,waste management
3618,19-64,39,3618,243,,
3619,6-18,9,3619,253,1,
3620,19-64,54,3620,728,,waste management
3621,19-64,59,3621,2065,,public
3622,19-64,57,3622,565,,transportation
3623,19-64,42,3623,451,,transportation
3624,19-64,22,3624,947,,arts
3625,19-64,52,3625,359,,arts
3626,6-18,13,3626,1596,0,
3627,65-90,88,3627,2067,,
3628,6-18,8,3628,1460,1,
3629,6-18,11,3629,1619,0,
3630,65-90,78,3630,1290,,
3631,65-90,85,3631,1803,,
3632,65-90,73,3632,1253,,
3633,19-64,55,3633,1172,,waste management
3634,19-64,47,3634,496,,arts
3635,19-64,19,3635,524,,health
3636,19-64,52,3636,1613,,waste management
3637,19-64,29,3637,23,,agriculture
3638,19-64,34,3638,28,,manufacturing
3639,6-18,11,3639,1289,1,
3640,19-64,61,3640,152,,retail
3641,19-64,56,3641,135,,manufacturing
3642,19-64,56,3642,1593,,manufacturing
3643,19-64,55,3643,1727,,health
3644,19-64,36,3644,418,,arts
3645,19-64,23,3645,921,,construction
3646,19-64,24,3646,191,,public
3647,19-64,54,3647,1854,,manufacturing
3648,65-90,75,3648,2005,,
3649,6-18,13,3649,361,1,
3650,19-64,32,3650,758,,health
3651,19-64,57,3651,1341,,waste management
3652,19-64,31,3652,155,,finance
3653,6-18,15,3653,1886,1,
3654,6-18,6,3654,1410,1,
3655,6-18,16,3655,2007,0,
3656,19-64,34,3656,1281,,construction
3657,65-90,86,3657,336,,
3658,19-64,42,3658,499,,waste management
3659,65-90,87,3659,1726,,
3660,65-90,80,3660,627,,
3661,19-64,55,3661,840,,manufacturing
3662,65-90,80,3662,891,,
3663,19-64,48,3663,646,,health
3664,65-90,83,3664,1246,,
3665,19-64,49,3665,677,,retail
3666,65-90,72,3666,1750,,
3667,65-90,75,3667,5,,
3668,19-64,19,3668,898,,
3669,6-18,11,3669,81,1,
3670,19-64,43,3670,796,,other
3671,19-64,48,3671,1295,,other
3672,65-90,67,3672,1465,,
3673,6-18,18,3673,572,1,
3674,19-64,32,3674,1212,,information
3675,19-64,64,3675,1082,,health
3676,19-64,44,3676,1709,,transportation
3677,19-64,58,3677,1108,,construction
3678,19-64,33,3678,500,,arts
3679,19-64,29,3679,438,,health
3680,19-64,19,3680,1053,,waste management
3681,19-64,42,3681,405,,manufacturing
3682,19-64,30,3682,237,,health
3683,19-64,48,3683,549,,arts
3684,19-64,63,3684,1845,,retail
3685,19-64,29,3685,582,,manufacturing
3686,6-18,17,3686,1879,1,
3687,19-64,27,3687,810,,finance
3688,0-5,4,3688,783,,
3689,65-90,72,3689,2043,,
3690,19-64,49,3690,855,,waste management
3691,6-18,7,3691,735,0,
3692,19-64,35,3692,894,,transportation
3693,6-18,11,3693,904,0,
3694,19-64,29,3694,390,,waste management
3695,6-18,11,3695,1006,1,
3696,19-64,44,3696,390,,construction
3697,19-64,29,3697,225,,manufacturing
3698,65-90,65,3698,2037,,finance
3699,6-18,18,3699,1712,1,
3700,0-5,3,3700,964,,
3701,6-18,13,3701,1528,0,
3702,19-64,49,3702,423,,other
3703,0-5,2,3703,1087,,
3704,19-64,23,3704,1080,,information
3705,65-90,84,3705,1924,,
3706,19-64,49,3706,1297,,waste management
3707,19-64,62,3707,1090,,transportation
3708,19-64,30,3708,242,,retail
3709,19-64,36,3709,1779,,construction
3710,19-64,40,3710,231,,waste management
3711,19-64,30,3711,558,,wholesale
3712,0-5,5,3712,1709,0,
3713,65-90,79,3713,412,,
3714,19-64,25,3714,1297,,arts
3715,19-64,56,3715,326,,wholesale
3716,19-64,26,3716,308,,waste management
3717,19-64,60,3717,214,,wholesale
3718,0-5,3,3718,1288,,
3719,19-64,41,3719,264,,agriculture
3720,0-5,0,3720,1091,,
3721,19-64,64,3721,1941,,health
3722,19-64,61,3722,665,,manufacturing
3723,6-18,7,3723,1066,1,
3724,19-64,43,3724,0,,construction
3725,19-64,36,3725,1451,,construction
3726,19-64,29,3726,828,,public
3727,65-90,88,3727,209,,
3728,65-90,85,3728,1900,,
3729,19-64,50,3729,57,,waste management
3730,19-64,55,3730,2043,,construction
3731,19-64,52,3731,1559,,other
3732,65-90,80,3732,1654,,
3733,19-64,41,3733,442,,waste management
3734,65-90,85,3734,4,,
3735,19-64,48,3735,476,,health
3736,19-64,20,3736,1451,,transportation
3737,19-64,33,3737,728,,manufacturing
3738,19-64,58,3738,1352,,retail
3739,19-64,40,3739,477,,public
3740,19-64,57,3740,1926,,health
3741,6-18,16,3741,97,1,
3742,19-64,44,3742,1190,,retail
3743,6-18,13,3743,1222,1,
3744,19-64,62,3744,1614,,waste management
3745,19-64,45,3745,155,,health
3746,65-90,76,3746,1911,,
3747,19-64,22,3747,1677,,finance
3748,19-64,54,3748,1702,,public
3749,19-64,44,3749,606,,transportation
3750,65-90,73,3750,1777,,
3751,19-64,63,3751,148,,manufacturing
3752,65-90,76,3752,360,,
3753,6-18,8,3753,1130,1,
3754,19-64,39,3754,1596,,manufacturing
3755,19-64,56,3755,1403,,manufacturing
3756,6-18,6,3756,1197,0,
3757,65-90,81,3757,2037,,
3758,19-64,26,3758,421,,retail
3759,6-18,6,3759,1239,0,
3760,19-64,47,3760,1640,,wholesale
3761,19-64,44,3761,1184,,public
3762,19-64,56,3762,233,,health
3763,19-64,19,3763,564,,waste management
3764,19-64,49,3764,534,,information
3765,65-90,66,3765,827,,
3766,19-64,27,3766,1192,,health
3767,65-90,69,3767,2069,,
3768,6-18,9,3768,1014,1,
3769,19-64,54,3769,214,,information
3770,19-64,46,3770,953,,other
3771,19-64,21,3771,960,,information
3772,19-64,53,3772,363,,manufacturing
3773,19-64,55,3773,1260,,transportation
3774,19-64,64,3774,1209,,construction
3775,19-64,50,3775,1502,,manufacturing
3776,6-18,7,3776,1099,1,
3777,0-5,0,3777,968,,
3778,6-18,17,3778,1873,1,
3779,19-64,52,3779,2001,,manufacturing
3780,19-64,52,3780,1543,,retail
3781,19-64,55,3781,1694,,arts
3782,6-18,13,3782,616,0,
3783,6-18,14,3783,402,1,
3784,19-64,35,3784,1356,,public
3785,19-64,36,3785,1145,,health
3786,19-64,24,3786,252,1,schools
3787,0-5,2,3787,1743,,
3788,6-18,17,3788,1259,1,
3789,19-64,40,3789,404,,arts
3790,19-64,53,3790,844,,public
3791,65-90,72,3791,1219,,
3792,19-64,36,3792,1799,,finance
3793,19-64,56,3793,1838,,construction
3794,19-64,43,3794,606,,retail
3795,19-64,35,3795,1152,,arts
3796,19-64,30,3796,781,,finance
3797,0-5,0,3797,1650,,
3798,19-64,59,3798,586,,arts
3799,19-64,56,3799,2031,,transportation
3800,0-5,1,3800,1890,,
3801,19-64,39,3801,274,,finance
3802,65-90,76,3802,1721,,
3803,19-64,23,3803,1924,,waste management
3804,65-90,75,3804,1883,,
3805,19-64,43,3805,491,,wholesale
3806,19-64,29,3806,76,,
3807,19-64,58,3807,1890,,health
3808,19-64,29,3808,964,,transportation
3809,19-64,53,3809,568,,health
3810,6-18,14,3810,1800,1,
3811,19-64,32,3811,21,,health
3812,65-90,82,3812,1936,,
3813,6-18,6,3813,1374,1,
3814,19-64,64,3814,924,,other
3815,65-90,71,3815,1831,,
3816,6-18,12,3816,23,0,
3817,65-90,74,3817,1688,,
3818,19-64,57,3818,532,,public
3819,19-64,62,3819,1178,,public
3820,19-64,58,3820,1145,,other
3821,19-64,26,3821,58,,arts
3822,19-64,53,3822,1324,,finance
3823,19-64,60,3823,1098,,arts
3824,6-18,9,3824,466,0,
3825,0-5,2,3825,79,,
3826,6-18,6,3826,788,0,
3827,19-64,55,3827,239,,health
3828,19-64,43,3828,1090,,health
3829,19-64,47,3829,938,,
3830,0-5,4,3830,181,,
3831,19-64,57,3831,1093,,retail
3832,19-64,42,3832,639,,health
3833,65-90,67,3833,1516,,
3834,6-18,11,3834,311,1,
3835,19-64,46,3835,1787,,agriculture
3836,19-64,20,3836,1126,,health
3837,19-64,54,3837,1660,,retail
3838,19-64,64,3838,276,,information
3839,19-64,64,3839,632,,health
3840,19-64,46,3840,1111,,waste management
3841,19-64,38,3841,1196,,public
3842,0-5,4,3842,1614,,
3843,6-18,18,3843,1720,1,
3844,6-18,15,3844,818,0,
3845,6-18,7,3845,1058,1,
3846,6-18,15,3846,606,1,
3847,6-18,18,3847,546,1,
3848,19-64,39,3848,316,,retail
3849,19-64,53,3849,1529,,
3850,19-64,31,3850,1374,,health
3851,65-90,67,3851,228,,
3852,19-64,30,3852,654,,finance
3853,65-90,84,3853,1241,,
3854,19-64,59,3854,307,,construction
3855,6-18,8,3855,341,1,
3856,19-64,53,3856,445,,arts
3857,19-64,19,3857,29,,retail
3858,6-18,8,3858,1925,1,
3859,65-90,68,3859,540,,
3860,19-64,32,3860,1268,,health
3861,6-18,6,3861,1744,1,
3862,65-90,83,3862,911,,
3863,6-18,14,3863,1732,1,
3864,19-64,64,3864,2059,,other
3865,6-18,17,3865,1931,0,
3866,19-64,54,3866,957,,health
3867,19-64,64,3867,1785,,other
3868,19-64,30,3868,330,,construction
3869,6-18,14,3869,1879,1,
3870,65-90,82,3870,1882,,
3871,19-64,58,3871,1214,,construction
3872,19-64,59,3872,1938,,health
3873,19-64,42,3873,971,,waste management
3874,19-64,62,3874,1759,,retail
3875,19-64,59,3875,1001,,
3876,6-18,6,3876,2024,1,
3877,19-64,38,3877,1057,,construction
3878,65-90,76,3878,1443,,
3879,65-90,80,3879,1992,,
3880,19-64,53,3880,1746,,retail
3881,19-64,34,3881,472,,retail
3882,19-64,36,3882,690,,waste management
3883,19-64,30,3883,391,,health
3884,19-64,34,3884,1303,,health
3885,65-90,70,3885,1787,,
3886,19-64,35,3886,187,,agriculture
3887,0-5,4,3887,317,,
3888,65-90,72,3888,2031,,
3889,65-90,88,3889,2018,,
3890,19-64,28,3890,166,,
3891,19-64,36,3891,539,,health
3892,19-64,22,3892,1169,,health
3893,19-64,62,3893,1934,1,schools
3894,19-64,53,3894,1019,,construction
3895,6-18,10,3895,773,1,
3896,65-90,70,3896,1377,,
3897,6-18,7,3897,1099,0,
3898,19-64,42,3898,704,,waste management
3899,19-64,47,3899,346,,other
3900,19-64,35,3900,157,,construction
3901,19-64,36,3901,366,,health
3902,19-64,41,3902,1901,,information
3903,6-18,6,3903,1199,1,
3904,19-64,57,3904,396,,construction
3905,0-5,0,3905,70,,
3906,19-64,44,3906,116,,arts
3907,65-90,82,3907,1055,,
3908,19-64,44,3908,551,,manufacturing
3909,19-64,46,3909,1365,,other
3910,19-64,43,3910,1057,,transportation
3911,19-64,23,3911,1034,,finance
3912,19-64,22,3912,256,,public
3913,19-64,45,3913,1774,,manufacturing
3914,65-90,73,3914,1617,,
3915,19-64,23,3915,1893,,health
3916,6-18,6,3916,411,1,
3917,19-64,44,3917,32,,information
3918,0-5,1,3918,1103,,
3919,6-18,13,3919,1849,1,
3920,6-18,14,3920,1244,0,
3921,19-64,21,3921,584,,waste management
3922,19-64,64,3922,1208,,health
3923,19-64,36,3923,1945,,manufacturing
3924,6-18,15,3924,1820,1,
3925,19-64,56,3925,1878,,manufacturing
3926,19-64,57,3926,850,,manufacturing
3927,65-90,75,3927,1669,,
3928,19-64,37,3928,375,,retail
3929,6-18,15,3929,494,1,
3930,19-64,35,3930,1013,,retail
3931,19-64,48,3931,1752,,waste management
3932,6-18,17,3932,452,0,
3933,0-5,0,3933,1262,,
3934,65-90,71,3934,851,,
3935,65-90,73,3935,580,,
3936,65-90,87,3936,1946,,
3937,65-90,72,3937,1255,,
3938,19-64,48,3938,85,,finance
3939,19-64,32,3939,605,,retail
3940,65-90,76,3940,517,,
3941,65-90,78,3941,2023,,
3942,19-64,26,3942,183,,health
3943,19-64,33,3943,1236,,waste management
3944,19-64,54,3944,218,1,schools
3945,19-64,33,3945,1349,,manufacturing
3946,19-64,34,3946,116,,waste management
3947,19-64,43,3947,170,,retail
3948,65-90,73,3948,378,,
3949,6-18,10,3949,1194,0,
3950,65-90,86,3950,1132,,
3951,6-18,18,3951,1510,1,
3952,19-64,50,3952,674,,health
3953,65-90,82,3953,149,,
3954,19-64,63,3954,270,,retail
3955,19-64,42,3955,801,,retail
3956,19-64,38,3956,157,,retail
3957,19-64,48,3957,1142,,retail
3958,6-18,13,3958,1800,1,
3959,19-64,50,3959,1783,,manufacturing
3960,19-64,49,3960,1051,,waste management
3961,65-90,71,3961,1417,,
3962,19-64,63,3962,1496,,manufacturing
3963,19-64,30,3963,1788,,public
3964,19-64,63,3964,1781,,public
3965,19-64,37,3965,204,,transportation
3966,19-64,42,3966,617,,health
3967,19-64,44,3967,11,,health
3968,6-18,7,3968,1897,0,
3969,19-64,34,3969,1269,,finance
3970,19-64,40,3970,1913,,health
3971,65-90,77,3971,1219,,
3972,6-18,17,3972,823,1,
3973,19-64,23,3973,486,,waste management
3974,19-64,54,3974,1134,,health
3975,19-64,41,3975,216,,construction
3976,19-64,53,3976,833,,construction
3977,65-90,77,3977,1850,,
